FUNCTION_ID,FUNCTION_NAME,FUNCTION_TYPE,GO_ID,GO_TYPE,UMLS_ID,UMLS_TYPE,PATHWAY_TYPE,REACTOME,PUBCHEM_PATHWAY_ID,PATHBANK,PANTHER,BIOCYC,WIKIPATHWAYS,SMPDB,PATHWAY_INTERACTION_DATABASE,KEGG,PLANT_REACTOME,PLANTCYC,PATHWAY_COMMON,PANTHER_PATHWAY,CHEMFONT,PHARMGKB,LIPID_MAPS,BIOCARTA,NETPATH
3824,"sterility, reproductive",biological_process,,Unknown,C4074771,biological_process,Unknown,,,,,,,,,,,,,,,,,,
3825,steroid 5-alpha-reductase activity,molecular_function,GO:0003865| GO:0050213,molecular_function,,Unknown,Unknown,,,,,,,,,,,,,,,,,,
3826,steroid binding,molecular_function,GO:0005496,molecular_function,,Unknown,Unknown,,,,,,,,,,,,,,,,,,
3827,steroid biosynthetic process,biological_process,GO:0006694,biological_process,,Unknown,Unknown,,,,,,,,,,,,,,,,,,
3828,sterol biosynthetic process,biological_process,GO:0016126,biological_process,,Unknown,Unknown,,,,,,,,,,,,,,,,,,
3829,sterol homeostasis,biological_process,GO:0055092,biological_process,,Unknown,Unknown,,,,,,,,,,,,,,,,,,
3830,sterol metabolic process,biological_process,GO:0016125,Unknown,,Unknown,Unknown,,,,,,,,,,,,,,,,,,
3831,sterol sensor activity,molecular_function,GO:0032935,molecular_function,,Unknown,Unknown,,,,,,,,,,,,,,,,,,
3832,steryl-sulfatase activity,molecular_function,GO:0004773,molecular_function,,Unknown,Unknown,,,,,,,,,,,,,,,,,,
3833,stimulator,molecular_function,,Unknown,,Unknown,Unknown,,,,,,,,,,,,,,,,,,
3834,stimulatory activity,molecular_function,,Unknown,,Unknown,Unknown,,,,,,,,,,,,,,,,,,
3835,stk11 gene mutation,molecular_function,,Unknown,C4287907,molecular_function,Unknown,,,,,,,,,,,,,,,,,,
3836,store-operated calcium entry,biological_process,GO:0002115,biological_process,,Unknown,Unknown,,,,,,,,,,,,,,,,,,
3837,storm,biological_process,,Unknown,,Unknown,biological_process,,,,,,,,,,,,,,PTW_0181182,,,,
3838,straining (finding),biological_process,,Unknown,C0442694,biological_process,Unknown,,,,,,,,,,,,,,,,,,
3839,stress fiber assembly,biological_process,GO:0043149,biological_process,,Unknown,Unknown,,,,,,,,,,,,,,,,,,
3840,stress fiber formation,biological_process,,Unknown,,Unknown,biological_process,,,,,,,,,,,,Pathway_db3b9d4f34db395b0e97158ff5cf5161,,,,,,
3841,stress response,biological_process,,Unknown,,Unknown,biological_process,,39250,,,,WP1527,,,,,,Pathway_61f2a129be9344d956deeaecc7084dfa,,,,,,
3842,stress-activated protein kinase signaling cascade,biological_process,GO:0031098,biological_process,,Unknown,Unknown,,,,,,,,,,,,,,,,,,
3843,stringent response,biological_process,GO:0015968,biological_process,,Unknown,Unknown,,,,,,,,,,,,,,,,,,
3844,structural constituent of ribosome,molecular_function,GO:0003735,molecular_function,,Unknown,Unknown,,,,,,,,,,,,,,,,,,
3845,substance distribution,biological_process,,Unknown,C1378698,biological_process,Unknown,,,,,,,,,,,,,,,,,,
3846,substance p receptor binding,molecular_function,GO:0031835,molecular_function,,Unknown,Unknown,,,,,,,,,,,,,,,,,,
3847,substrate interaction,molecular_function,,Unknown,C1515033,molecular_function,Unknown,,,,,,,,,,,,,,,,,,
3848,subtelomeric heterochromatin formation,biological_process,GO:0031509,biological_process,,Unknown,Unknown,,,,,,,,,,,,,,,,,,
3849,subtilisin bl,molecular_function,GO:0004291,molecular_function,,Unknown,Unknown,,,,,,,,,,,,,,,,,,
3850,succinate dehydrogenase (ubiquinone) activity,molecular_function,GO:0008177,molecular_function,,Unknown,Unknown,,,,,,,,,,,,,,,,,,
3851,succinate dehydrogenase activity,molecular_function,GO:0000104,molecular_function,,Unknown,Unknown,,,,,,,,,,,,,,,,,,
3852,succinylation,molecular_function,,Unknown,C4763479,molecular_function,Unknown,,,,,,,,,,,,,,,,,,
3853,succinylornithine transaminase activity,molecular_function,GO:0043825,molecular_function,,Unknown,Unknown,,,,,,,,,,,,,,,,,,
3854,sudden cardiac death,biological_process,,Unknown,C0085298,biological_process,Unknown,,,,,,,,,,,,,,,,,,
3855,sudden death,biological_process,,Unknown,C0011071,biological_process,Unknown,,,,,,,,,,,,,,,,,,
3856,sulfate binding,molecular_function,GO:0043199,molecular_function,,Unknown,Unknown,,,,,,,,,,,,,,,,,,
3857,sulfate reduction,biological_process,GO:0019419,biological_process,,Unknown,Unknown,,,,,,,,,,,,,,,,,,
3858,sulfate transport,biological_process,GO:0008272,biological_process,,Unknown,Unknown,,,,,,,,,,,,,,,,,,
3859,sulfide production,biological_process,GO:0070218,biological_process,,Unknown,Unknown,,,,,,,,,,,,,,,,,,
3860,sulfur amino acid metabolic process,biological_process,GO:0000096,biological_process,,Unknown,Unknown,,,,,,,,,,,,,,,,,,
3861,sulfur oxidation,biological_process,GO:0019417,biological_process,,Unknown,Unknown,,,,,,,,,,,,,,,,,,
3862,sulfur oxygenase reductase activity,molecular_function,GO:0043826| GO:0033755,molecular_function,,Unknown,Unknown,,,,,,,,,,,,,,,,,,
3863,sulfuric ester hydrolase activity,molecular_function,GO:0008484| GO:0004065,molecular_function,,Unknown,Unknown,,,,,,,,,,,,,,,,,,
3864,summation (function),biological_process,,Unknown,C0234108,biological_process,Unknown,,,,,,,,,,,,,,,,,,
3865,sumoylation,biological_process,,Unknown,,Unknown,biological_process,R-BTA-2990846| R-HSA-2990846,10292| 11926| 14271| 15111| 15577| 16322| 18133| 18483| 20408| 20904| 23485| 2826| 4026| 441| 6515| 6853| 7835| 866,,,,,,,,,,,,,,,,
3866,sumoylation pathway,molecular_function,,Unknown,C1515052,molecular_function,Unknown,,,,,,,,,,,,,,,,,,
3867,superoxide anion generation,biological_process,GO:0042554,biological_process,,Unknown,Unknown,,,,,,,,,,,,,,,,,,
3868,superoxide dismutase activity,molecular_function,GO:0004784,molecular_function,,Unknown,Unknown,,,,,,,,,,,,,,,,,,
3869,superoxide-generating nad(p)h oxidase activity,molecular_function,GO:0016175,molecular_function,,Unknown,Unknown,,,,,,,,,,,,,,,,,,
3870,supination,biological_process,,Unknown,C0038845,biological_process,Unknown,,,,,,,,,,,,,,,,,,
3871,suppression by virus of host cell lysis in response to superinfection,biological_process,GO:0039639,biological_process,,Unknown,Unknown,,,,,,,,,,,,,,,,,,
3872,suppression of apoptosis,biological_process,,Unknown,,Unknown,biological_process,R-HSA-9635465,1295475,,,,,,,,,,,,,,,,
3873,suppression of autophagy,biological_process,,Unknown,,Unknown,biological_process,R-HSA-9636569,1295476,,,,,,,,,,,,,,,,
3874,"suppression, genetic",molecular_function,,Unknown,C0038855,molecular_function,Unknown,,,,,,,,,,,,,,,,,,
3875,suppressor mutation,molecular_function,,Unknown,C0038859,molecular_function,Unknown,,,,,,,,,,,,,,,,,,
3876,surgical wound infection,biological_process,,Unknown,C0038941,biological_process,Unknown,,,,,,,,,,,,,,,,,,
3877,survival,biological_process,,Unknown,,Unknown,biological_process,,,,,,,,,,,,Pathway_d7a559364896569b6432c00b1de65110,,,,,,
3878,swim bladder formation,biological_process,GO:0048797,biological_process,,Unknown,Unknown,,,,,,,,,,,,,,,,,,
3879,symbiont defense to host-produced phytoalexin,biological_process,GO:0052165,biological_process,,Unknown,Unknown,,,,,,,,,,,,,,,,,,
3880,symbiont-mediated suppression of host defense-related programmed cell death,biological_process,GO:0034054,biological_process,,Unknown,Unknown,,,,,,,,,,,,,,,,,,
3881,synapse assembly,biological_process,GO:0007416,biological_process,,Unknown,Unknown,,,,,,,,,,,,,,,,,,
3882,synaptic potentials,biological_process,,Unknown,C0205855,biological_process,Unknown,,,,,,,,,,,,,,,,,,
3883,synaptic transmission,biological_process,GO:0019226| GO:0007268,biological_process,,Unknown,Unknown,,,,,,,,,,,,,,,,,,
3884,synaptic vesicle endocytosis,biological_process,GO:0048488,biological_process,,Unknown,Unknown,,,,,,,,,,,,,,,,,,
3885,syncytium formation,biological_process,GO:0006949,biological_process,,Unknown,Unknown,,,,,,,,,,,,,,,,,,
3886,synergism,molecular_function,,Unknown,C0599739,molecular_function,Unknown,,,,,,,,,,,,,,,,,,
3887,synergist,biological_process,,Unknown,C0920877,biological_process,Unknown,,,,,,,,,,,,,,,,,,
3888,synthesis ,molecular_function,,Unknown,,Unknown,Unknown,,,,,,,,,,,,,,,,,,
3889,synthesis of dna,biological_process,,Unknown,,Unknown,biological_process,R-GGA-69239| R-HSA-69239,1062| 11778| 12850| 14535| 15489| 16097| 18050| 18315| 19312| 21266| 22914| 2447| 4593| 5837| 592| 6770| 7574| 9665,,,,,,,,,,,,,,,,
3890,synthesis of pg,biological_process,,Unknown,,Unknown,biological_process,R-GGA-1483148| R-HSA-1483148,10942| 13254| 14711| 1529| 15291| 15859| 17843| 18619| 18955| 21621| 22305| 3205| 4909| 6143| 6977| 8767| 91| 9173,,,,,,,,,,,,,,,,
3891,synthetic lethality,biological_process,,Unknown,C4280020,biological_process,Unknown,,,,,,,,,,,,,,,,,,
3892,system process,biological_process,,Unknown,,Unknown,biological_process,,,,,,,,,,,,,,PTW_0181094,,,,
3893,systemic acquired resistance,biological_process,GO:0009627,Unknown,,Unknown,Unknown,,,,,,,,,,,,,,,,,,
3894,systemic inflammatory response,biological_process,,Unknown,C3554550,biological_process,Unknown,,,,,,,,,,,,,,,,,,
3895,systemic lupus erythematosus,biological_process,,Unknown,,Unknown,Unknown,,,,,,,,,hsa05322,,,,,,,,,
3896,systole,biological_process,,Unknown,C0039155,biological_process,Unknown,,,,,,,,,,,,,,,,,,
3897,t cell activation,biological_process,GO:0042110,biological_process,,Unknown,biological_process,,1361882| 40343,,P00053,,,,T cell activation,,,,,P00053,,,,,
3898,t cell apoptotic process,biological_process,GO:0070231,biological_process,,Unknown,Unknown,,,,,,,,,,,,,,,,,,
3899,t cell chemotaxis,biological_process,GO:0010818,biological_process,,Unknown,Unknown,,,,,,,,,,,,,,,,,,
3900,t cell costimulation,biological_process,GO:0031295,biological_process,,Unknown,Unknown,,,,,,,,,,,,,,,,,,
3901,t cell cytokine production,biological_process,GO:0002369,biological_process,,Unknown,Unknown,,,,,,,,,,,,,,,,,,
3902,t cell differentiation,biological_process,GO:0030217,biological_process,,Unknown,biological_process,,40409,,,,,,T cell differentiation,,,,Pathway_e510e01dc1fb0c02d7f0b09b21aed270,,,,,,
3903,t cell migration,biological_process,GO:0072678,biological_process,,Unknown,Unknown,,,,,,,,,,,,,,,,,,
3904,t cell proliferation,biological_process,GO:0042098,biological_process,,Unknown,biological_process,,40652,,,,,,T cell proliferation,,,,Pathway_5593f7f5debd53150ce14e94b74a7727,,,,,,
3905,t cell receptor signaling,biological_process,,Unknown,,Unknown,biological_process,,,,,,,,,,,,Pathway_8188f6851882ba398271d33d39ae7867,,,,,,
3906,t-cell exhaustion,biological_process,,Unknown,C5690906,biological_process,Unknown,,,,,,,,,,,,,,,,,,
3907,t-cell receptor activation,molecular_function,,Unknown,C1515144,molecular_function,Unknown,,,,,,,,,,,,,,,,,,
3908,t-helper 1 type immune response,biological_process,GO:0042088,biological_process,,Unknown,Unknown,,,,,,,,,,,,,,,,,,
3909,t-helper cell differentiation,biological_process,GO:0042093,biological_process,,Unknown,Unknown,,,,,,,,,,,,,,,,,,
3910,t-lymphocyte,biological_process,,Unknown,,Unknown,biological_process,,40304,,,,,,T-Lymphocyte,,,,Pathway_b81579a5bf56cdae3d6ae135b259e1b2,,,,,,
3911,t315i mutation,molecular_function,,Unknown,C3889036,molecular_function,Unknown,,,,,,,,,,,,,,,,,,
3912,t54a,molecular_function,,Unknown,C4698530,molecular_function,Unknown,,,,,,,,,,,,,,,,,,
3913,tachykinin receptor binding,molecular_function,GO:0071861,molecular_function,,Unknown,Unknown,,,,,,,,,,,,,,,,,,
3914,tachyphylaxis,biological_process,,Unknown,C0039242,biological_process,Unknown,,,,,,,,,,,,,,,,,,
3915,tactile stimulus,biological_process,,Unknown,C5708136,biological_process,Unknown,,,,,,,,,,,,,,,,,,
3916,tandem duplication,biological_process,,Unknown,C4698112,biological_process,Unknown,,,,,,,,,,,,,,,,,,
3917,target of rapamycin (tor) signaling,biological_process,,Unknown,,Unknown,biological_process,,39551,,,,WP3256| WP1471,,,,,,,,,,,,
3918,tau-protein kinase activity,molecular_function,GO:0050321,molecular_function,,Unknown,Unknown,,,,,,,,,,,,,,,,,,
3919,taurine-pyruvate aminotransferase activity,molecular_function,GO:0031299,molecular_function,,Unknown,Unknown,,,,,,,,,,,,,,,,,,
3920,taurochenodeoxycholate 6alpha-hydroxylase activity,molecular_function,GO:0033780,molecular_function,,Unknown,Unknown,,,,,,,,,,,,,,,,,,
3921,tcr,biological_process,,Unknown,,Unknown,biological_process,,,,,,,,,,,,Pathway_6ad7888c9428084c0b6b9a3c392dd65b,,,,,,
3922,tcr signaling,biological_process,,Unknown,,Unknown,biological_process,R-DME-202403| R-HSA-202403,10410| 1232| 12585| 12936| 14952| 15634| 17115| 17582| 18233| 20004| 21094| 22585| 263| 2631| 3690| 6563| 7500| 7652,,,,,,,,,,,,,,,,
3923,tear secretion,biological_process,GO:0070075,biological_process,,Unknown,Unknown,,,,,,,,,,,,,,,,,,
3924,teichoic acid biosynthetic process,biological_process,GO:0019350,biological_process,,Unknown,Unknown,,,,,,,,,,,,,,,,,,
3925,telomerase activity,molecular_function,GO:0003720,molecular_function,,Unknown,Unknown,,,,,,,,,,,,,,,,,,
3926,telomerase inhibitor activity,biological_process|molecular_function,GO:0010521| GO:0051974,biological_process|molecular_function,,Unknown,Unknown,,,,,,,,,,,,,,,,,,
3927,telomere maintenance,biological_process,GO:0000723,biological_process,,Unknown,Unknown,,,,,,,,,,,,,,,,,,
3928,telomere shortening,biological_process,,Unknown,C1515263,biological_process,Unknown,,,,,,,,,,,,,,,,,,
3929,temperature homeostasis,biological_process,GO:0001659,biological_process,,Unknown,Unknown,,,,,,,,,,,,,,,,,,
3930,teratogenesis,biological_process,,Unknown,C0232910,biological_process,Unknown,,,,,,,,,,,,,,,,,,
3931,tetanic contraction,biological_process,,Unknown,C0269841,biological_process,Unknown,,,,,,,,,,,,,,,,,,
3932,tetracycline resistance,biological_process,,Unknown,,Unknown,biological_process,,23875,,,PWY-7808,,,,,,,,,,,,,
3933,tetracyclines,biological_process,,Unknown,,Unknown,biological_process,,,,,,,,,,,,,,PTW_0202936,,,,
3934,tetrahydrobiopterin binding,molecular_function,GO:0034617,molecular_function,,Unknown,Unknown,,,,,,,,,,,,,,,,,,
3935,tetraploidy,biological_process,,Unknown,C0333694,biological_process,Unknown,,,,,,,,,,,,,,,,,,
3936,tetrapyrrole binding,molecular_function,GO:0046906,molecular_function,,Unknown,Unknown,,,,,,,,,,,,,,,,,,
3937,tgf-beta signaling pathway,biological_process,,Unknown,,Unknown,biological_process,,1361871| 39026| 39379| 39859,,P00052,,WP366,,,,,,,P00052,,,,,
3938,th17 cell differentiation,biological_process,,Unknown,,Unknown,Unknown,,,,,,,,,hsa04659,,,,,,,,,
3939,the nlrp3 inflammasome,biological_process,,Unknown,,Unknown,biological_process,R-DDI-844456| R-HSA-844456,10485| 1181302| 1181983| 12668| 13018| 1314| 14990| 15649| 17192| 17626| 18272| 20083| 21161| 22662| 301| 3769| 6633| 7540,,,,,,,,,,,,,,,,
3940,therapeutic uses,biological_process,,Unknown,C1258064,biological_process,Unknown,,,,,,,,,,,,,,,,,,
3941,thermoception,biological_process,GO:0050955,biological_process,,Unknown,Unknown,,,,,,,,,,,,,,,,,,
3942,thermogenesis,biological_process,,Unknown,C0018841,biological_process,biological_process,,40005,,,,WP4321,,,hsa04714,,,,,,,,,
3943,theta rhythm,biological_process,,Unknown,C0039829,biological_process,Unknown,,,,,,,,,,,,,,,,,,
3944,thiamine transport,biological_process,GO:0015888,biological_process,,Unknown,Unknown,,,,,,,,,,,,,,,,,,
3945,thienylcyclohexylpiperidine binding,molecular_function,GO:0016596,molecular_function,,Unknown,Unknown,,,,,,,,,,,,,,,,,,
3946,thiol s-methyltransferase activity,molecular_function,GO:0018708,molecular_function,,Unknown,Unknown,,,,,,,,,,,,,,,,,,
3947,thioredoxin activity,molecular_function,GO:0030508,molecular_function,,Unknown,Unknown,,,,,,,,,,,,,,,,,,
3948,thioredoxin system,biological_process,,Unknown,,Unknown,biological_process,,27317,,,THIOREDOX-PWY,,,,,,,,,,,,,
3949,thirst,biological_process,,Unknown,C0039971,biological_process,Unknown,,,,,,,,,,,,,,,,,,
3950,threonine-trna ligase activity,molecular_function,GO:0004829,molecular_function,,Unknown,Unknown,,,,,,,,,,,,,,,,,,
3951,threonine-type endopeptidase activity,molecular_function,GO:0004298,molecular_function,,Unknown,Unknown,,,,,,,,,,,,,,,,,,
3952,thrombin inhibitors [moa],molecular_function,,Unknown,C1373124,molecular_function,Unknown,,,,,,,,,,,,,,,,,,
3953,thrombocyte differentiation,biological_process,GO:0002574,biological_process,,Unknown,Unknown,,,,,,,,,,,,,,,,,,
3954,thrombocytopenia,biological_process,,Unknown,,Unknown,biological_process,,1340195,,,,,,,,,,,,,PA445846,,,
3955,thromboembolism,biological_process,,Unknown,C0040038,biological_process,Unknown,,,,,,,,,,,,,,,,,,
3956,thromboplastin activity,molecular_function,GO:0003804,molecular_function,,Unknown,Unknown,,,,,,,,,,,,,,,,,,
3957,thrombopoietin receptor agonists [moa],molecular_function,,Unknown,C2917231,molecular_function,Unknown,,,,,,,,,,,,,,,,,,
3958,thrombosis,biological_process,,Unknown,C0040053,biological_process,biological_process,,1361832,,,,,,,,,,,,,PA445850,,,
3959,thromboxane a2 receptor binding,molecular_function,GO:0031870,molecular_function,,Unknown,Unknown,,,,,,,,,,,,,,,,,,
3960,thromboxane production,biological_process,,Unknown,C1515425,biological_process,Unknown,,,,,,,,,,,,,,,,,,
3961,thromboxane-a synthase activity,molecular_function,GO:0004796,molecular_function,,Unknown,Unknown,,,,,,,,,,,,,,,,,,
3962,thrombus,biological_process,,Unknown,C0087086,biological_process,Unknown,,,,,,,,,,,,,,,,,,
3963,thymidine kinase activity,molecular_function,GO:0004797,molecular_function,,Unknown,Unknown,,,,,,,,,,,,,,,,,,
3964,thymidylate kinase activity,molecular_function,GO:0004798,molecular_function,,Unknown,Unknown,,,,,,,,,,,,,,,,,,
3965,thymidylate synthase activity,molecular_function,GO:0004799,molecular_function,,Unknown,Unknown,,,,,,,,,,,,,,,,,,
3966,thymidylate synthetase inhibitors [moa],molecular_function,,Unknown,C2756988,molecular_function,Unknown,,,,,,,,,,,,,,,,,,
3967,thymocyte,biological_process,,Unknown,,Unknown,biological_process,,40773,,,,,,Thymocyte,,,,Pathway_4f91656969b83fcc2ca07b51bb2c0568,,,,,,
3968,thymocyte apoptotic process,biological_process,GO:0070242,biological_process,,Unknown,Unknown,,,,,,,,,,,,,,,,,,
3969,thyroid cancer,biological_process,,Unknown,,Unknown,Unknown,,,,,,,,,hsa05216,,,,,,,,,
3970,thyroid function,biological_process,,Unknown,C2242456,biological_process,Unknown,,,,,,,,,,,,,,,,,,
3971,thyroid hormone binding,molecular_function,GO:0070324,molecular_function,,Unknown,Unknown,,,,,,,,,,,,,,,,,,
3972,thyroxine 5-deiodinase activity,molecular_function,GO:0033798,molecular_function,,Unknown,Unknown,,,,,,,,,,,,,,,,,,
3973,tight junction,biological_process,,Unknown,,Unknown,Unknown,,,,,,,,,hsa04530,,,,,,,,,
3974,tissue adhesions,biological_process,,Unknown,C0001511,biological_process,Unknown,,,,,,,,,,,,,,,,,,
3975,tissue homeostasis,biological_process,GO:0001894,biological_process,,Unknown,Unknown,,,,,,,,,,,,,,,,,,
3976,tissue regeneration,biological_process,GO:0042246,biological_process,,Unknown,Unknown,,,,,,,,,,,,,,,,,,
3977,tissue specificity,biological_process,,Unknown,C2713393,biological_process,Unknown,,,,,,,,,,,,,,,,,,
3978,tissue viability,biological_process,,Unknown,C1449935,biological_process,Unknown,,,,,,,,,,,,,,,,,,
3979,tissue-specific gene expression,molecular_function,,Unknown,C1519516,molecular_function,Unknown,,,,,,,,,,,,,,,,,,
3980,tnf signaling,biological_process,,Unknown,,Unknown,biological_process,R-DME-75893| R-HSA-75893,10077| 11598| 1360720| 1362462| 14185| 16844| 19918| 20822| 23295| 2401| 4404| 5524| 8103,,,,,,,,,,,,,,,,
3981,tnf-alpha signaling pathway,biological_process,,Unknown,,Unknown,biological_process,,39381| 39704,,,,WP231,,,,,,,,,,,,
3982,tnfalpha,biological_process,,Unknown,,Unknown,biological_process,,,,,,,,,,,,Pathway_aaaa7bc16eecbba702db95da50f6b3ed,,,,,,
3983,tnfr1-induced proapoptotic signaling,biological_process,,Unknown,,Unknown,biological_process,R-DRE-5357786| R-HSA-5357786,10079| 11600| 14187| 16846| 19920| 20824| 23297| 2403| 4406| 5526,,,,,,,,,,,,,,,,
3984,toll-like receptor 2 binding,molecular_function,GO:0035663,molecular_function,,Unknown,Unknown,,,,,,,,,,,,,,,,,,
3985,toll-like receptor 2 signaling pathway,biological_process,GO:0034134,biological_process,,Unknown,Unknown,,,,,,,,,,,,,,,,,,
3986,toll-like receptor 4 binding,molecular_function,GO:0035662,molecular_function,,Unknown,Unknown,,,,,,,,,,,,,,,,,,
3987,toll-like receptor 4 signaling pathway,biological_process,GO:0034142,biological_process,,Unknown,Unknown,,,,,,,,,,,,,,,,,,
3988,toll-like receptor 7 signaling pathway,biological_process,GO:0034154,biological_process,,Unknown,Unknown,,,,,,,,,,,,,,,,,,
3989,toll-like receptor signaling,biological_process,,Unknown,,Unknown,biological_process,,39202,,,,WP88,,,,,,,,,,,,
3990,topoisomerase 1 inhibitors [moa],molecular_function,,Unknown,C2936836,molecular_function,Unknown,,,,,,,,,,,,,,,,,,
3991,topoisomerase activity,molecular_function,GO:0003917| GO:0003918,molecular_function,,Unknown,Unknown,,,,,,,,,,,,,,,,,,
3992,topoisomerase inhibitors [moa],molecular_function,,Unknown,C1384454,molecular_function,Unknown,,,,,,,,,,,,,,,,,,
3993,tor signaling,biological_process,GO:0031929,biological_process,,Unknown,Unknown,,,,,,,,,,,,,,,,,,
3994,tor signaling pathway,biological_process,,Unknown,,Unknown,biological_process,R-DME-110523,8607,,,,,,,,,,,,,,,,
3995,torsion (malposition),biological_process,,Unknown,C1265748,biological_process,Unknown,,,,,,,,,,,,,,,,,,
3996,total peripheral resistance,biological_process,,Unknown,C1258192,biological_process,Unknown,,,,,,,,,,,,,,,,,,
3997,touch sensation,biological_process,,Unknown,C0702221,biological_process,Unknown,,,,,,,,,,,,,,,,,,
3998,toxicity,biological_process,,Unknown,,Unknown,Unknown,,,,,,,,,,,,,,,,,,
3999,toxin activity,molecular_function,GO:0090729,molecular_function,,Unknown,Unknown,,,,,,,,,,,,,,,,,,
4000,toxin transport,biological_process,GO:1901998,biological_process,,Unknown,Unknown,,,,,,,,,,,,,,,,,,
4001,toxoplasmosis,biological_process,,Unknown,,Unknown,Unknown,,,,,,,,,hsa05145,,,,,,,,,
4002,trafficking,biological_process,,Unknown,C0599896,biological_process,Unknown,,,,,,,,,,,,,,,,,,
4003,trans-activation response element binding,molecular_function,GO:1990970,molecular_function,,Unknown,Unknown,,,,,,,,,,,,,,,,,,
4004,trans-splicing,molecular_function,,Unknown,C0600448,molecular_function,Unknown,,,,,,,,,,,,,,,,,,
4005,trans-translation,biological_process,GO:0070929,biological_process,,Unknown,Unknown,,,,,,,,,,,,,,,,,,
4006,transacylase activity,molecular_function,,Unknown,C1442857,molecular_function,Unknown,,,,,,,,,,,,,,,,,,
4007,transaminase activity,molecular_function,GO:0008483,molecular_function,,Unknown,Unknown,,,,,,,,,,,,,,,,,,
4008,transcript variant,molecular_function,,Unknown,C5669820,molecular_function,Unknown,,,,,,,,,,,,,,,,,,
4009,transcriptase activity,molecular_function,GO:0034062| GO:0003899| GO:0003968,molecular_function,,Unknown,Unknown,,,,,,,,,,,,,,,,,,
4010,transcription antitermination,biological_process,GO:0031564,biological_process,,Unknown,Unknown,,,,,,,,,,,,,,,,,,
4011,transcription elongation,molecular_function,,Unknown,C1519591,molecular_function,Unknown,,,,,,,,,,,,,,,,,,
4012,transcription factor binding,molecular_function,GO:0008134,molecular_function,,Unknown,Unknown,,,,,,,,,,,,,,,,,,
4013,transcription initiation,molecular_function,,Unknown,C1158830,molecular_function,Unknown,,,,,,,,,,,,,,,,,,
4014,transcription termination,molecular_function,,Unknown,C0597600,molecular_function,Unknown,,,,,,,,,,,,,,,,,,
4015,transcription-coupled nucleotide-excision repair,biological_process,GO:0006283,biological_process,,Unknown,Unknown,,,,,,,,,,,,,,,,,,
4016,transcription/translation,biological_process,,Unknown,,Unknown,biological_process,,1184662,SMP0000019,,,,,,,,,,,PTW_0111057,,,,
4017,transcriptional activation,molecular_function,,Unknown,C0162493,molecular_function,Unknown,,,,,,,,,,,,,,,,,,
4018,transcriptional repression,molecular_function,,Unknown,C0920533,molecular_function,Unknown,,,,,,,,,,,,,,,,,,
4019,transcytosis,biological_process,GO:0045056,biological_process,,Unknown,Unknown,,,,,,,,,,,,,,,,,,
4020,transduction,biological_process,GO:0009293,biological_process,,Unknown,Unknown,,,,,,,,,,,,,,,,,,
4021,transendothelial migration,biological_process,,Unknown,C2936223,biological_process,Unknown,,,,,,,,,,,,,,,,,,
4022,transepithelial transport,biological_process,GO:0070633,biological_process,,Unknown,Unknown,,,,,,,,,,,,,,,,,,
4023,transfer rna aminoacylation,biological_process,GO:0006418| GO:0043039,biological_process,,Unknown,Unknown,,,,,,,,,,,,,,,,,,
4024,transferase activity,molecular_function,GO:0016740,molecular_function,,Unknown,Unknown,,,,,,,,,,,,,,,,,,
4025,transformation,biological_process,,Unknown,,Unknown,biological_process,,40919,,,,,,Transformation,,,,Pathway_11fccc6cecb40db45bed793dfe15f8d2,,,,,,
4026,transformation of host cell by virus,biological_process,GO:0019087,biological_process,,Unknown,Unknown,,,,,,,,,,,,,,,,,,
4027,"transformation, genetic",molecular_function,,Unknown,C0040684,molecular_function,Unknown,,,,,,,,,,,,,,,,,,
4028,transforming growth factor beta binding,molecular_function,GO:0050431,molecular_function,,Unknown,Unknown,,,,,,,,,,,,,,,,,,
4029,transforming growth factor beta production,biological_process,GO:0071604,biological_process,,Unknown,Unknown,,,,,,,,,,,,,,,,,,
4030,transforming growth factor beta receptor activity,molecular_function,GO:0005024| GO:0005160,molecular_function,,Unknown,Unknown,,,,,,,,,,,,,,,,,,
4031,transforming growth factor beta receptor binding,molecular_function,GO:0005160,molecular_function,,Unknown,Unknown,,,,,,,,,,,,,,,,,,
4032,transition mutation,molecular_function,,Unknown,C0599156,molecular_function,Unknown,,,,,,,,,,,,,,,,,,
4033,transitional cell metaplasia,biological_process,,Unknown,C0334033,biological_process,Unknown,,,,,,,,,,,,,,,,,,
4034,transketolase activity,molecular_function,GO:0004802,molecular_function,,Unknown,Unknown,,,,,,,,,,,,,,,,,,
4035,translation,biological_process,GO:0006412,biological_process,,Unknown,Unknown,,,,,,,,,,,,,,,,,,
4036,translational activation,molecular_function,,Unknown,C1519616,molecular_function,Unknown,,,,,,,,,,,,,,,,,,
4037,translational elongation,biological_process,GO:0006414,biological_process,,Unknown,Unknown,,,,,,,,,,,,,,,,,,
4038,translational frameshifting,biological_process,GO:0006452,biological_process,,Unknown,Unknown,,,,,,,,,,,,,,,,,,
4039,translational initiation,biological_process,GO:0006413,biological_process,,Unknown,Unknown,,,,,,,,,,,,,,,,,,
4040,translational regulation,molecular_function,,Unknown,C3537096,molecular_function,Unknown,,,,,,,,,,,,,,,,,,
4041,translational repression,molecular_function,,Unknown,C1519619,molecular_function,Unknown,,,,,,,,,,,,,,,,,,
4042,translational termination,biological_process,GO:0006415,biological_process,,Unknown,Unknown,,,,,,,,,,,,,,,,,,
