FUNCTION_ID,FUNCTION_NAME,FUNCTION_TYPE,GO_ID,GO_TYPE,UMLS_ID,UMLS_TYPE,KEGG_ID
3372,protein-membrane adaptor activity,molecular_function,GO:0043495,molecular_function,,Unknown,
3373,protein-protein interaction,molecular_function,,Unknown,C0872079,molecular_function,
3374,proteoglycan biosynthetic process,biological_process,GO:0030166,biological_process,,Unknown,
3375,proteoglycan catabolic process,biological_process,GO:0030167,biological_process,,Unknown,
3376,proteolysis,biological_process,GO:0006508,biological_process,,Unknown,
3378,proteolytic processing,molecular_function,,Unknown,C1514570,molecular_function,
3379,proteostasis,molecular_function,,Unknown,C4505258,molecular_function,
3380,proteotoxic stress,biological_process,,Unknown,C5690799,biological_process,
3381,proton pump activity,molecular_function,GO:0008900| GO:0005889,molecular_function,,Unknown,
3382,proton pump inhibitors [moa],molecular_function,,Unknown,C1384478,molecular_function,
3383,proton transmembrane transport,biological_process,GO:1902600,biological_process,,Unknown,
3384,proton-motive force,molecular_function,,Unknown,C0282517,molecular_function,
3385,"proton-transporting atpase activity, rotational mechanism",molecular_function,GO:0046961,molecular_function,,Unknown,
3386,protoporphyrinogen ix biosynthetic process,biological_process,GO:0006782,biological_process,,Unknown,
3387,protoporphyrinogen oxidase activity,molecular_function,GO:0070818,molecular_function,,Unknown,
3388,pseudohyphal growth,biological_process,GO:0007124,biological_process,,Unknown,
3389,pten gene mutation,molecular_function,,Unknown,C3267001,molecular_function,
3390,pteridine reductase activity,molecular_function,GO:0047040,molecular_function,,Unknown,
3391,pulling,biological_process,,Unknown,C2584320,biological_process,
3392,pulmonary aspiration,biological_process,,Unknown,C0700198,biological_process,
3393,pulmonary edema,biological_process,,Unknown,C0034063,biological_process,
3394,pulmonary hemorrhage,biological_process,,Unknown,C0151701,biological_process,
3395,pulmonary hypertension,biological_process,,Unknown,C0020542,biological_process,
3396,pulse pressure,biological_process,,Unknown,C0949236,biological_process,
3397,pupal development,biological_process,GO:0035209,biological_process,,Unknown,
3398,pupation,biological_process,GO:0035074,biological_process,,Unknown,
3399,pupillary dilation function,biological_process,,Unknown,C1383072,biological_process,
3400,purine metabolism activity,biological_process,GO:0042278| GO:0006163| GO:0006144,biological_process,,Unknown,
3401,purine nucleobase binding,molecular_function,GO:0002060,molecular_function,,Unknown,
3402,purine nucleobase transport,biological_process,GO:0006863,biological_process,,Unknown,
3403,purine nucleotide biosynthetic process,biological_process,GO:0006164,biological_process,,Unknown,
3404,purine-containing compound salvage,biological_process,GO:0043101,biological_process,,Unknown,
3405,purine-nucleoside phosphorylase activity,molecular_function,GO:0004731,molecular_function,,Unknown,
3406,purinergic nucleotide receptor activity,molecular_function,GO:0001614,molecular_function,,Unknown,
3407,putrescine binding,molecular_function,GO:0019810,molecular_function,,Unknown,
3408,putrescine n-hydroxycinnamoyltransferase activity,molecular_function,GO:0047174,molecular_function,,Unknown,
3409,putrescine transport,biological_process,GO:0015847,biological_process,,Unknown,
3411,pyrimidine metabolism pathway,biological_process,GO:0006213| GO:0006206| GO:0006220,biological_process,,Unknown,
3412,pyrimidine nucleobase biosynthetic process,biological_process,GO:0019856,biological_process,,Unknown,
3413,pyrimidine-containing compound salvage,biological_process,GO:0008655,biological_process,,Unknown,
3414,pyroptosis,biological_process,GO:0070269,biological_process,,Unknown,
3415,pyruvate biosynthetic process,biological_process,GO:0042866,biological_process,,Unknown,
3416,pyruvate dehydrogenase (acetyl-transferring) kinase activity,molecular_function,GO:0004740,molecular_function,,Unknown,
3417,pyruvate dehydrogenase (lipoamide) activity,molecular_function,GO:0033718| GO:0004246| GO:0004739,molecular_function,,Unknown,
3418,pyruvate dehydrogenase activity,molecular_function,GO:0052737| GO:0004738,molecular_function,,Unknown,
3420,pyruvate kinase activity,molecular_function,GO:0004743,molecular_function,,Unknown,
3421,pyruvate oxidation,biological_process,GO:0009444,biological_process,,Unknown,
3422,pyruvate synthase activity,molecular_function,GO:0019164,molecular_function,,Unknown,
3423,quinine 3-monooxygenase activity,molecular_function,GO:0050591,molecular_function,,Unknown,
3426,quinone biosynthetic process,biological_process,GO:1901663,biological_process,,Unknown,
3427,quorum sensing,biological_process,GO:0009372,biological_process,,Unknown,
3428,r155k,molecular_function,,Unknown,C4698531,molecular_function,
3429,r155t,molecular_function,,Unknown,C4698532,molecular_function,
3432,racemization,molecular_function,,Unknown,C0597339,molecular_function,
3433,radiation-sensitizing effect,biological_process,,Unknown,C3179280,biological_process,
3436,rapid eye movement,biological_process,,Unknown,C0034673,biological_process,
3437,ras family gene mutation,molecular_function,,Unknown,C4331205,molecular_function,
3441,rb1 gene mutation,molecular_function,,Unknown,C4524828,molecular_function,
3442,re-epithelialization,biological_process,,Unknown,C0334221,biological_process,
3443,reaching,biological_process,,Unknown,C2584321,biological_process,
3444,reaction to colouring,biological_process,,Unknown,C0853041,biological_process,
3446,reactive gliosis,biological_process,GO:0150103,biological_process,,Unknown,
3447,reactive oxygen species biosynthetic process,biological_process,GO:1903409,biological_process,,Unknown,
3448,rearranged during transfection (ret) inhibitors [moa],molecular_function,,Unknown,C5445070,molecular_function,
3449,receptor activation process,biological_process,,Unknown,C1514758,biological_process,
3450,receptor activity,molecular_function,GO:0038024| GO:0038023,molecular_function,,Unknown,
3452,receptor antagonist activity,molecular_function,GO:0048019,molecular_function,,Unknown,
3453,receptor catabolic process,biological_process,GO:0032801,biological_process,,Unknown,
3454,receptor coupling,molecular_function,,Unknown,C0597359,molecular_function,
3455,receptor decoy activity,molecular_function,GO:0140319,molecular_function,,Unknown,
3456,receptor density,molecular_function,,Unknown,C0599283,molecular_function,
3457,receptor desensitization,molecular_function,,Unknown,C1709852,molecular_function,
3458,receptor down-regulation,molecular_function,,Unknown,C0949469,molecular_function,
3459,receptor expression,molecular_function,,Unknown,C0597360,molecular_function,
3460,receptor function,molecular_function,,Unknown,C0920644,molecular_function,
3461,receptor interactions [moa],molecular_function,,Unknown,C1372999,molecular_function,
3463,receptor ligand activity,molecular_function,GO:0048018| GO:0048019,molecular_function,,Unknown,
3464,receptor signaling,molecular_function,,Unknown,C1514762,molecular_function,
3465,receptor transactivation,biological_process,GO:0035624,biological_process,,Unknown,
3466,receptor tyrosine kinase inhibition,biological_process,,Unknown,C1519725,biological_process,
3467,receptor up-regulation,molecular_function,,Unknown,C0949479,molecular_function,
3468,receptor-mediated endocytosis,biological_process,GO:0006898,biological_process,,Unknown,
3469,recovery - healing process,biological_process,,Unknown,C2004454,biological_process,
3470,rectal hemorrhage,biological_process,,Unknown,C0267596,biological_process,
3471,recurrence (disease attribute),biological_process,,Unknown,C2825055,biological_process,
3473,reflex action,biological_process,,Unknown,C0034929,biological_process,
3474,"reflex, moro",biological_process,,Unknown,C0234173,biological_process,
3475,reflux,biological_process,,Unknown,C0232483,biological_process,
3476,regeneration,biological_process,GO:0031099,biological_process,,Unknown,
3477,regulation of appetite,biological_process,GO:0032098,biological_process,,Unknown,
3478,regulation of blood pressure,biological_process,GO:0008217,biological_process,,Unknown,
3479,regulation of cell death process,biological_process,GO:0010941,biological_process,,Unknown,
3480,regulation of cell shape,biological_process,GO:0008360,biological_process,,Unknown,
3481,"regulation of circadian sleep/wake cycle, sleep",biological_process,GO:0045187,biological_process,,Unknown,
3482,regulation of dna topoisomerase (atp-hydrolyzing) activity,biological_process,GO:2000371,biological_process,,Unknown,
3483,regulation of dynein,biological_process,GO:2000574,biological_process,,Unknown,
3484,regulation of embryonic development,biological_process,GO:0045995,biological_process,,Unknown,
3485,regulation of hematopoietic stem cell migration,biological_process,GO:2000471,biological_process,,Unknown,
3486,regulation of innate immune response,biological_process,GO:0045088,biological_process,,Unknown,
3487,regulation of megakaryocyte differentiation,biological_process,GO:0045652,biological_process,,Unknown,
3488,regulation of mitochondrial transcription,biological_process,GO:1903108,biological_process,,Unknown,
3489,regulation of mrna stability,biological_process,GO:0043488,biological_process,,Unknown,
3491,regulation of ph,biological_process,GO:0006885,biological_process,,Unknown,
3492,regulation of plant-type hypersensitive response,biological_process,GO:0010363,biological_process,,Unknown,
3493,regulation of rho guanyl-nucleotide exchange factor activity,biological_process,GO:2001106,biological_process,,Unknown,
3494,regulation of vascular permeability,biological_process,GO:0043114,biological_process,,Unknown,
3496,regulatory loop,biological_process,,Unknown,C0678662,biological_process,
3497,regulatory t cell differentiation,biological_process,GO:0045066,biological_process,,Unknown,
3498,regurgitation - mechanism,biological_process,,Unknown,C0460152,biological_process,
3499,reinfection,biological_process,,Unknown,C0205339,biological_process,
3500,relaxation of muscle,biological_process,GO:0090075,biological_process,,Unknown,
3501,relaxation of smooth muscle,biological_process,GO:0044557| GO:0045986,biological_process,,Unknown,
3503,release from viral latency,biological_process,GO:0019046,biological_process,,Unknown,
3504,release of cytochrome c from mitochondria,biological_process,GO:0001836,biological_process,,Unknown,
3505,release of sequestered calcium ion into cytosol,biological_process,GO:0051209,biological_process,,Unknown,
3506,remyelination,biological_process,,Unknown,C0334220,biological_process,
3507,renal absorption,biological_process,GO:0070293,biological_process,,Unknown,
3508,renal blood flow,biological_process,,Unknown,C1527409,biological_process,
3509,renal cell carcinoma,biological_process,,Unknown,,Unknown,hsa05211
3510,renal clearance function,biological_process,,Unknown,C0232813,biological_process,
3511,renal elimination,biological_process,,Unknown,C1373187,biological_process,
3512,renal function,biological_process,,Unknown,C0232804,biological_process,
3513,renal glucose absorption,biological_process,GO:0035623,biological_process,,Unknown,
3514,renal tubular function,biological_process,,Unknown,C0678875,biological_process,
3515,renal tubular secretion,biological_process,GO:0097254,biological_process,,Unknown,
3516,renin activity,molecular_function,GO:0004195,molecular_function,,Unknown,
3517,renin inhibitors [moa],molecular_function,,Unknown,C2917241,molecular_function,
3518,renin-angiotensin system,biological_process,,Unknown,,Unknown,hsa04614
3521,reperfusion arrhythmias,biological_process,,Unknown,C0853339,biological_process,
3524,replication-associated process,molecular_function,,Unknown,C1514849,molecular_function,
3525,replicative senescence,biological_process,GO:0090399,biological_process,,Unknown,
3526,reproduction,biological_process,GO:0000003,biological_process,,Unknown,
3527,reproductive behavior,biological_process,GO:0019098,biological_process,,Unknown,
3528,resistance process,biological_process,,Unknown,C1514892,biological_process,
3529,resorption,biological_process,,Unknown,C2985494,biological_process,
3530,respiration,biological_process,,Unknown,C0035203,biological_process,
3531,respiratory burst,biological_process,GO:0045728| GO:0045730,biological_process,,Unknown,
3532,respiratory chain,molecular_function,,Unknown,C0162362,molecular_function,
3533,respiratory depression,biological_process,,Unknown,C0235063,biological_process,
3534,respiratory electron transport chain,biological_process,GO:0022904,biological_process,,Unknown,
3535,respiratory gaseous exchange in organisms,biological_process,GO:0003016| GO:0007585| GO:0009060| GO:0045333,biological_process,,Unknown,
3536,respiratory hypersensitivity,biological_process,,Unknown,C0035228,biological_process,
3537,respiratory movement,biological_process,,Unknown,C1260923,biological_process,
3538,respiratory physiology,biological_process,,Unknown,C0035245,biological_process,
3540,response to 1-oleoyl-sn-glycerol 3-phosphate,biological_process,GO:1904565,biological_process,,Unknown,
3541,response to acetylcholine,biological_process,GO:1905144,biological_process,,Unknown,
3542,response to angiotensin,biological_process,GO:1990776,biological_process,,Unknown,
3543,response to antigens,biological_process,,Unknown,C1314973,biological_process,
3544,response to camp,biological_process,GO:0051591,biological_process,,Unknown,
3545,response to chemical,biological_process,GO:0042221,biological_process,,Unknown,
3546,response to cocaine,biological_process,GO:0042220,biological_process,,Unknown,
3547,response to cold,biological_process,GO:0009409,biological_process,,Unknown,
3548,response to cytokine,biological_process,GO:0034097,biological_process,,Unknown,
3549,response to dopamine,biological_process,GO:1903350,biological_process,,Unknown,
3550,response to endoplasmic reticulum stress,biological_process,GO:0034976,biological_process,,Unknown,
3551,response to epinephrine,biological_process,GO:0071871,biological_process,,Unknown,
3552,response to ethanol,biological_process,GO:0045471,biological_process,,Unknown,
3553,response to glucose,biological_process,GO:0009749,biological_process,,Unknown,
3554,response to glutathione,biological_process,GO:1901370,biological_process,,Unknown,
3555,response to heat,biological_process,GO:0009408,biological_process,,Unknown,
3556,response to histamine,biological_process,GO:0034776,biological_process,,Unknown,
3557,response to hypoxia,biological_process,GO:0001666,biological_process,,Unknown,
3558,response to lipopolysaccharide,biological_process,GO:0032496,biological_process,,Unknown,
3559,response to morphine,biological_process,GO:0043278,biological_process,,Unknown,
3560,response to norepinephrine,biological_process,GO:0071873,biological_process,,Unknown,
3561,response to oxidative stress,biological_process,GO:0006979,biological_process,,Unknown,
3562,response to pain,biological_process,GO:0048265,biological_process,,Unknown,
3563,response to peptide,biological_process,GO:1901652,biological_process,,Unknown,
3564,response to pyrethroid,biological_process,GO:0046684,biological_process,,Unknown,
3565,response to serotonin,biological_process,GO:1904014,biological_process,,Unknown,
3566,response to stress,biological_process,GO:0006950,biological_process,,Unknown,
3567,response to temperature stimulus,biological_process,GO:0009266,biological_process,,Unknown,
3568,response to xenobiotic stimulus,biological_process,GO:0009410,biological_process,,Unknown,
3569,restenosis,biological_process,,Unknown,C0333186,biological_process,
3570,resting potentials,biological_process,,Unknown,C1704297,biological_process,
3571,restriction fragment length polymorphism,biological_process,,Unknown,C0035268,biological_process,
3573,reticulophagy,biological_process,GO:0061709,biological_process,,Unknown,
3574,retinal degeneration,biological_process,,Unknown,C0035304,biological_process,
3575,retinal ischemia,biological_process,,Unknown,C0162291,biological_process,
3576,retinal neovascularization,biological_process,,Unknown,C0035320,biological_process,
3577,retinal vascular,biological_process,,Unknown,C0549652,biological_process,
3578,retinoic acid binding,molecular_function,GO:0001972,molecular_function,,Unknown,
3579,retinoic acid metabolic process,biological_process,GO:0042573,biological_process,,Unknown,
3580,retinoid binding,molecular_function,GO:0005501,molecular_function,,Unknown,
3581,retinol binding,molecular_function,GO:0019841,molecular_function,,Unknown,
3583,retroviral 3' processing activity,molecular_function,GO:0044824,molecular_function,,Unknown,
3584,reuptake,biological_process,,Unknown,C0599702,biological_process,
3585,reverse cholesterol transport,biological_process,GO:0043691,biological_process,,Unknown,
3587,reverse transcriptase inhibitors [moa],molecular_function,,Unknown,C2757067,molecular_function,
3588,reverse transcription,biological_process,GO:0001171,biological_process,,Unknown,
3590,reversible differentiation,biological_process,GO:0090677,biological_process,,Unknown,
3591,rhabdomyolysis,biological_process,,Unknown,C0035410,biological_process,
3592,rhamnolipid biosynthesis,biological_process,GO:0106236,biological_process,,Unknown,
3593,rheumatoid arthritis,biological_process,,Unknown,,Unknown,hsa05323
3594,rhodopsin kinase activity,molecular_function,GO:0050254,molecular_function,,Unknown,
3595,rhythmic process,biological_process,GO:0048511,biological_process,,Unknown,
3596,riboflavin biosynthetic process,biological_process,GO:0009231,biological_process,,Unknown,
3597,ribonuclease a activity,molecular_function,GO:0004522,molecular_function,,Unknown,
3598,ribonucleoside triphosphate phosphatase activity,molecular_function,GO:0017111,molecular_function,,Unknown,
3599,ribonucleoside-diphosphate reductase activity,molecular_function,GO:0061731,molecular_function,,Unknown,
3600,ribonucleotide reductase activity,molecular_function,GO:0008998| GO:0061731,molecular_function,,Unknown,
3602,ribosome,molecular_function,,Unknown,,Unknown,hsa03010
3603,ribosome assembly,biological_process,GO:0042255,biological_process,,Unknown,
3604,ribosome biogenesis,biological_process,GO:0042254,biological_process,,Unknown,
3605,ribosome-associated ubiquitin-dependent protein catabolic process,biological_process,GO:1990116,biological_process,,Unknown,
3606,righting reflex,biological_process,GO:0060013,biological_process,,Unknown,
3607,rna acetylation,biological_process,GO:1990884,biological_process,,Unknown,
3608,rna binding,molecular_function,GO:0003723,molecular_function,,Unknown,
3609,rna biosynthesis,molecular_function,,Unknown,C1328948,molecular_function,
3610,rna biosynthetic process,biological_process,GO:0032774,biological_process,,Unknown,
3611,rna catabolic process,biological_process,GO:0006401,biological_process,,Unknown,
3612,rna cleavage,molecular_function,,Unknown,C3178791,molecular_function,
3613,rna endonuclease activity,molecular_function,GO:0004521,molecular_function,,Unknown,
3614,rna helicase activity,molecular_function,GO:0003724,molecular_function,,Unknown,
3615,rna interference,biological_process,GO:0035194| GO:0016441,biological_process,,Unknown,
3616,rna interference pathway,molecular_function,,Unknown,C1514665,molecular_function,
3617,rna modification,biological_process,GO:0009451,biological_process,,Unknown,
3618,rna nuclease activity,molecular_function,GO:0004540,molecular_function,,Unknown,
3619,rna polymerase,biological_process,,Unknown,,Unknown,hsa03020
3620,rna polymerase activity,molecular_function,GO:0097747,molecular_function,,Unknown,
3621,rna polymerase binding,molecular_function,GO:0070063,molecular_function,,Unknown,
3622,rna processing,biological_process,GO:0006396,Unknown,,Unknown,
3623,rna replication,biological_process,GO:0039703,biological_process,,Unknown,
3624,rna splicing,biological_process,GO:0008380| GO:0045292,biological_process,,Unknown,
3625,rna stem-loop binding,molecular_function,GO:0035613,molecular_function,,Unknown,
3627,rna topoisomerase activity,molecular_function,GO:0140226,molecular_function,,Unknown,
3628,rna translation,molecular_function,,Unknown,C0678935,molecular_function,
3629,"rna, messenger, splicing",biological_process,GO:0000398| GO:0000394| GO:0000372| GO:0000374| GO:0000373,biological_process,,Unknown,
3630,rna-dependent rna polymerase activity,molecular_function,GO:0003968,molecular_function,,Unknown,
3631,rna-directed dna polymerase activity,molecular_function,GO:0003964,molecular_function,,Unknown,
3632,rna-dna hybrid ribonuclease activity,molecular_function,GO:0004523,molecular_function,,Unknown,
3633,rna-protein interaction,molecular_function,,Unknown,C1514661,molecular_function,
3634,root development,biological_process,,Unknown,C1317694,biological_process,
3635,rrna binding,molecular_function,GO:0019843,molecular_function,,Unknown,
3636,rrna methylation,biological_process,GO:0031167,biological_process,,Unknown,
3637,rrna n-glycosylase activity,molecular_function,GO:0030598,molecular_function,,Unknown,
3639,ruffle assembly,biological_process,GO:0097178,biological_process,,Unknown,
3640,ryanodine-sensitive calcium-release channel activity,molecular_function,GO:0005219,molecular_function,,Unknown,
3642,s phase cell cycle checkpoints,biological_process,GO:0033314| GO:0031573,biological_process,,Unknown,
3643,s-adenosylhomocysteine hydrolase activity,molecular_function,GO:0008782| GO:0004013,molecular_function,,Unknown,
3644,s-adenosylmethionine biosynthetic process,biological_process,GO:0006556,biological_process,,Unknown,
3645,s-methyl-5-thioadenosine phosphorylase activity,molecular_function,GO:0017061,molecular_function,,Unknown,
3646,s-nitrosylation,biological_process|molecular_function,GO:0018119| GO:0033784,biological_process|molecular_function,,Unknown,
3647,s-ribosylhomocysteine lyase activity,molecular_function,GO:0043768,Unknown,,Unknown,
3648,s94a,molecular_function,,Unknown,C5220987,molecular_function,
3649,saccharopepsin activity,molecular_function,GO:0004196,molecular_function,,Unknown,
3650,saliva secretion,biological_process,GO:0046541,biological_process,,Unknown,
3653,scab formation,biological_process,GO:0035314,biological_process,,Unknown,
3654,schizogony,biological_process,GO:0020014,biological_process,,Unknown,
3656,sclerosis,biological_process,,Unknown,C0036429,biological_process,
3657,scopolamine biosynthetic process,biological_process,GO:1900991,biological_process,,Unknown,
3658,sebaceous gland activity,biological_process,,Unknown,C0232436,biological_process,
3659,second messenger systems,molecular_function,,Unknown,C0036522,molecular_function,
3660,secondary alcohol biosynthetic process,biological_process,GO:1902653,biological_process,,Unknown,
3661,secondary metabolic process,biological_process,GO:0019748,biological_process,,Unknown,
3662,secretin activity,molecular_function,GO:0046659| GO:0008565,molecular_function,,Unknown,
3663,secretion,biological_process,GO:0046903,biological_process,,Unknown,
3664,secretory pathway,biological_process,,Unknown,C1159342,biological_process,
3665,sedative effect,biological_process,,Unknown,C3179159,biological_process,
3667,seed germination,biological_process,GO:0009845,biological_process,,Unknown,
3668,segmentation,biological_process,GO:0035282,biological_process,,Unknown,
3669,selective estrogen receptor modulators [moa],molecular_function,,Unknown,C2757056,molecular_function,
3670,selective progesterone receptor modulators [moa],molecular_function,,Unknown,C3854078,molecular_function,
3672,sensitization,biological_process,GO:0046960,biological_process,,Unknown,
3673,sensory perception,biological_process,GO:0007600,biological_process,,Unknown,
3674,sensory perception of pain,biological_process,GO:0019233,biological_process,,Unknown,
3675,sensory perception of smell,biological_process,GO:0007608,biological_process,,Unknown,
3676,sensory perception of sound,biological_process,GO:0007605,biological_process,,Unknown,
3677,septation initiation signaling,biological_process,GO:0031028,biological_process,,Unknown,
3678,septic shock,biological_process,,Unknown,C0036983,biological_process,
3680,sequestering of triglyceride,biological_process,GO:0030730,biological_process,,Unknown,
3682,serine c-palmitoyltransferase activity,molecular_function,GO:0004758,molecular_function,,Unknown,
3683,serine hydrolase activity,molecular_function,GO:0017171,molecular_function,,Unknown,
3684,serine-pyruvate transaminase activity,molecular_function,GO:0004760| GO:0004758,molecular_function,,Unknown,
3685,serine-type d-ala-d-ala carboxypeptidase activity,molecular_function,GO:0009002,molecular_function,,Unknown,
3686,serine-type endopeptidase activity,molecular_function,GO:0004278| GO:0004252| GO:0004277,molecular_function,,Unknown,
3687,serine-type peptidase activity,molecular_function,GO:0008236,molecular_function,,Unknown,
3688,serine/threonine kinase inhibitors [moa],molecular_function,,Unknown,C5446065,molecular_function,
3689,serotonin 1a receptor agonists [moa],molecular_function,,Unknown,C5399706,molecular_function,
3690,serotonin 4 receptor agonists [moa],molecular_function,,Unknown,C5399735,molecular_function,
3691,serotonin agonists [moa],molecular_function,,Unknown,C2756998,molecular_function,
3692,serotonin biosynthetic process,biological_process,GO:0042427,biological_process,,Unknown,
3693,serotonin effect,biological_process,,Unknown,C3179161,biological_process,
3694,serotonin production,biological_process,,Unknown,C1519260,biological_process,
3695,serotonin receptor activity,molecular_function,GO:0099589,molecular_function,,Unknown,
3696,serotonin receptor binding,molecular_function,,Unknown,C1519261,molecular_function,
3698,serotonin secretion,biological_process,GO:0001820,biological_process,,Unknown,
3699,serotonin transport,biological_process,GO:0006837,biological_process,,Unknown,
3701,serotonin uptake,biological_process,GO:0051610,biological_process,,Unknown,
3702,serotonin uptake inhibitors [moa],molecular_function,,Unknown,C2757053,molecular_function,
3703,sex determination,biological_process,GO:0007530,biological_process,,Unknown,
3704,sexual dimorphism (cellular),biological_process,,Unknown,C0598095,biological_process,
3705,"sexual excitation, function",biological_process,,Unknown,C0233972,biological_process,
3706,sh2 domain binding,molecular_function,GO:0042169,molecular_function,,Unknown,
3707,sh3 domain binding,molecular_function,GO:0017124,molecular_function,,Unknown,
3708,shock,biological_process,,Unknown,C0036974,biological_process,
3709,"shock, hemorrhagic",biological_process,,Unknown,C0036982,biological_process,
3710,shoot system development,biological_process,GO:0048367,biological_process,,Unknown,
3712,sialyltransferase 3,molecular_function,GO:0004513,molecular_function,,Unknown,
3713,siderophore biosynthetic process,biological_process,GO:0019290,biological_process,,Unknown,
3714,siderophore transport,biological_process,GO:0015891,biological_process,,Unknown,
3715,sigma-1 agonist [epc],molecular_function,,Unknown,C2962757,molecular_function,
3718,signal pathways,molecular_function,,Unknown,C0037080,molecular_function,
3719,signal sequence binding,molecular_function,GO:0005048,molecular_function,,Unknown,
3720,signal transduction,biological_process,GO:0007165,biological_process,,Unknown,
3721,signal transduction pathways,molecular_function,,Unknown,C0086982,molecular_function,
3722,signaling,biological_process,GO:0023052,biological_process,,Unknown,
3725,signaling receptor binding,molecular_function,GO:0005102,molecular_function,,Unknown,
3726,signaling receptor inhibitor activity,molecular_function,GO:0030547,molecular_function,,Unknown,
3727,significant hypoxia,biological_process,,Unknown,C4069275,biological_process,
3728,silent mutation,molecular_function,,Unknown,C1519323,molecular_function,
3729,single-stranded dna binding,molecular_function,GO:0003697,molecular_function,,Unknown,
3730,single-stranded rna binding,molecular_function,GO:0003727,molecular_function,,Unknown,
3731,sister chromatid exchange,molecular_function,,Unknown,C0037211,molecular_function,
3732,site-specific telomere resolvase activity,molecular_function,GO:0043336,molecular_function,,Unknown,
3734,skeletal muscle cell differentiation,biological_process,GO:0035914,biological_process,,Unknown,
3735,skeletal muscle hypertrophy,biological_process,GO:0014734| GO:0014896,biological_process,,Unknown,
3736,skeletal system development,biological_process,GO:0001501,biological_process,,Unknown,
3737,skin aging,biological_process,,Unknown,C0037271,biological_process,
3738,skin barrier function,biological_process,GO:0033561,biological_process,,Unknown,
3739,skin development,biological_process,GO:0043588,biological_process,,Unknown,
3740,skin pigmentation,biological_process,,Unknown,C0037290,biological_process,
3741,sleep,biological_process,GO:0030431,biological_process,,Unknown,
3742,sleep fragmentation,biological_process,,Unknown,C0751507,biological_process,
3743,sleep onset,biological_process,,Unknown,C0871908,biological_process,
3744,sleep stages,biological_process,,Unknown,C0037319,biological_process,
3745,"sleep, slow-wave",biological_process,,Unknown,C0234451,biological_process,
3746,smad binding,molecular_function,GO:0046332,molecular_function,,Unknown,
3747,small gtpase binding,molecular_function,GO:0031267,molecular_function,,Unknown,
3748,small molecule binding,molecular_function,GO:0036094,molecular_function,,Unknown,
3749,smooth muscle cell migration,biological_process,GO:0014909,biological_process,,Unknown,
3750,smooth muscle cell proliferation,biological_process,GO:0048659,biological_process,,Unknown,
3751,smooth muscle contraction,biological_process,GO:0006939,biological_process,,Unknown,
3752,smoothened binding,molecular_function,GO:0005119,molecular_function,,Unknown,
3753,smoothened signaling pathway,biological_process,GO:0007224,biological_process,,Unknown,
3754,sn-glycerol-3-phosphate 2-alpha-galactosyltransferase activity,molecular_function,GO:0047221,molecular_function,,Unknown,
3755,snap receptor activity,molecular_function,GO:0005484,molecular_function,,Unknown,
3756,sodium channel activity,molecular_function,GO:0005272,molecular_function,,Unknown,
3757,sodium channel antagonists [moa],molecular_function,,Unknown,C2936807,molecular_function,
3758,sodium channel binding,molecular_function,,Unknown,C1519399,molecular_function,
3759,sodium ion transport,biological_process,GO:0006814,biological_process,,Unknown,
3760,sodium retention,biological_process,,Unknown,C4722157,biological_process,
3761,sodium-dependent phosphate transport,biological_process,GO:0044341,biological_process,,Unknown,
3762,sodium-glucose transporter 2 inhibitors [moa],molecular_function,,Unknown,C3665047,molecular_function,
3763,soluble nsf attachment protein activity,molecular_function,GO:0005483,molecular_function,,Unknown,
3764,somatic mutation,molecular_function,,Unknown,C0544886,molecular_function,
3765,somatostatin binding,molecular_function,GO:0120023,molecular_function,,Unknown,
3766,somatostatin receptor binding,molecular_function,GO:0031877,molecular_function,,Unknown,
3767,somatostatin secretion,biological_process,GO:0070253,biological_process,,Unknown,
3768,sonic hedgehog pathway,molecular_function,,Unknown,C1519425,molecular_function,
3769,sorbitol biosynthetic process,biological_process,GO:0006061,biological_process,,Unknown,
3770,sorocarp stalk cell differentiation,biological_process,GO:0031149,biological_process,,Unknown,
3771,sorting - cell movement,biological_process,,Unknown,C0700314,biological_process,
3772,sos response,biological_process,GO:0009432,biological_process,,Unknown,
3773,species difference,biological_process,,Unknown,C0178849,biological_process,
3774,specific immunity,biological_process,,Unknown,C0683201,biological_process,
3775,speech,biological_process,,Unknown,C0037817,biological_process,
3776,sperm maturation,biological_process,,Unknown,C0037846,biological_process,
3777,sperm motility,biological_process,GO:0030317| GO:0097722,biological_process,,Unknown,
3778,spermatogenesis,biological_process,GO:0007283,biological_process,,Unknown,
3779,spermidine biosynthetic process,biological_process,GO:0008295,biological_process,,Unknown,
3780,spermidine synthase activity,molecular_function,GO:0004766,molecular_function,,Unknown,
3781,spermidine transport,biological_process,GO:0015848,biological_process,,Unknown,
3782,spermine synthase activity,molecular_function,GO:0016768,molecular_function,,Unknown,
3783,sphinganine-1-phosphate aldolase activity,molecular_function,GO:0008117,molecular_function,,Unknown,
3784,sphingolipid biosynthetic process,biological_process,GO:0030148,biological_process,,Unknown,
3785,sphingolipid metabolic process,biological_process,GO:0006665,biological_process,,Unknown,
3786,sphingomyelin biosynthetic process,biological_process,GO:0006686,biological_process,,Unknown,
3787,sphingomyelin synthase activity,molecular_function,GO:0033188,molecular_function,,Unknown,
3788,sphingosine 1-phosphate receptor modulators [moa],biological_process,,Unknown,C2955436,biological_process,
3789,sphingosine n-acyltransferase activity,molecular_function,GO:0050291,molecular_function,,Unknown,
