GENE_ID,GENE_NAME,UMLS_ID,UMLS_NAME,UNIPROT_GENE_NAME,NCBI_GENE_ID
16412,meox2,,,meox2,
16413,poted,,,poted,
16414,rv0731c,,,rv0731c,
16415,igbp1,,,igbp1,
16416,irak1,,,irak1,
16417,c2cd2,,,c2cd2,
16418,FGFR3 gene| fibroblast growth factor receptor 3,C0117718,FGFR3 gene| fibroblast growth factor receptor 3,,
16419,arhgef25,,,arhgef25,
16420,nt5dc2,,,nt5dc2,
16421,slc25a21,,,slc25a21,
16422,mas1,,,mas1,
16423,larp6,,,larp6,
16424,grk3,,,grk3,
16425,triaddraft_38449,,,triaddraft_38449,
16426,spcc1795.05c,,,spcc1795.05c,
16427,2odd33,,,2odd33,
16428,srrm4,,,srrm4,
16429,cadm3,,,cadm3,
16430,mocos,,,mocos,
16431,ube2b,,,ube2b,
16432,ercc2,,,ercc2,
16433,vcath,,,vcath,
16434,masp1,,,masp1,
16435,thtpa,,,thtpa,
16436,bq2027_mb3432,,,bq2027_mb3432,
16437,sp6,,,sp6,
16438,cyp2c19,,,cyp2c19,
16439,nfed,,,nfed,
16440,aq_750,,,aq_750,
16441,"FGFR1 wt Allele| FGFR1 protein, human| FGFR1 gene",C1704723,"FGFR1 wt Allele| FGFR1 protein, human| FGFR1 gene",,
16442,pde1c,,,pde1c,
16443,shh,,,shh,
16444,ca12,,,ca12,
16445,atr,,,atr,
16446,nmrk1,,,nmrk1,
16447,vv2_0454,,,vv2_0454,
16448,b3gnt3,,,b3gnt3,
16449,am-28,,,am-28,
16450,inr2,,,inr2,
16451,brac,,,brac,
16452,tp53aip1,,,tp53aip1,
16453,en2,,,en2,
16454,gdf5,,,gdf5,
16455,msx1,,,msx1,
16456,h4c12,,,h4c12,
16457,exp-1,,,exp-1,
16458,slco1c1,,,slco1c1,
16459,fgd1,,,fgd1,
16460,h4c4,,,h4c4,
16461,jann_4284,,,jann_4284,
16462,ralgapb,,,ralgapb,
16463,mir7-3hg,,,mir7-3hg,
16464,arb_02462,,,arb_02462,
16465,jtb,,,jtb,
16466,zbp1,,,zbp1,
16467,cd630_04720,,,cd630_04720,
16468,clc,,,clc,
16469,Rat Protein,C1335665,Rat Protein,,
16470,ltxc,,,ltxc,
16471,Staphylococcal enterotoxin A| SLC25A1 gene| MST1R gene| SEA gene,C0059385,Staphylococcal enterotoxin A| SLC25A1 gene| MST1R gene| SEA gene,,
16472,ubl4a,,,ubl4a,
16473,tsfm,,,tsfm,
16474,xoat13,,,xoat13,
16475,plin1,,,plin1,
16476,spac30d11.01c,,,spac30d11.01c,
16477,Fetal Hemoglobin,C0015936,Fetal Hemoglobin,,
16478,ccl3,,,ccl3,
16479,gulo,,,gulo,
16480,emb,,,emb,
16481,nechadraft_40313,,,nechadraft_40313,
16482,zfyve26,,,zfyve26,
16483,nudt5,,,nudt5,
16484,dpf2,,,dpf2,
16485,cisd2,,,cisd2,
16486,rv0726c,,,rv0726c,
16487,pxo_01523,,,pxo_01523,
16488,snrpd1,,,snrpd1,
16489,kcnq5,,,kcnq5,
16490,sirc,,,sirc,
16491,bet2,,,bet2,
16492,eif3m,,,eif3m,
16493,spym3_1195,,,spym3_1195,
16494,yhfw,,,yhfw,
16495,cdc25a,,,cdc25a,
16496,serac1,,,serac1,
16497,Alloantigens,C0002131,Alloantigens,,
16498,tnr,,,tnr,
16499,at16,,,at16,
16500,pklr,,,pklr,
16501,cacna1d,,,cacna1d,
16502,yjcf,,,yjcf,
16503,"ACTA2 protein, human| ACTA2 gene",C2716282,"ACTA2 protein, human| ACTA2 gene",,
16504,acg,,,acg,
16505,sppl3,,,sppl3,
16506,citz,,,citz,
16507,apbb1,,,apbb1,
16508,pqsd,,,pqsd,
16509,ccl1,,,ccl1,
16510,alkbh2,,,alkbh2,
16511,klnl,,,klnl,
16512,ramp3,,,ramp3,
16513,"BALF5 protein, Epstein-barr virus",C0220104,"BALF5 protein, Epstein-barr virus",,
16514,pchds,,,pchds,
16515,androsterone,C0002865,androsterone,,
16516,lipt2,,,lipt2,
16517,col16a1,,,col16a1,
16518,adm5,,,adm5,
16519,BCL-XL Protein,C0288330,BCL-XL Protein,,
16520,bmt2,,,bmt2,
16521,cars2,,,cars2,
16522,hnrnpab,,,hnrnpab,
16523,idh1,,,idh1,
16524,slc35a2,,,slc35a2,
16525,lacbidraft_324786,,,lacbidraft_324786,
16526,his5,,,his5,
16527,sp8,,,sp8,
16528,gpr25,,,gpr25,
16529,gm13614,,,gm13614,
16530,set-9,,,set-9,
16531,ccl23,,,ccl23,
16532,prkn,,,prkn,
16533,plekhg3,,,plekhg3,
16534,aave_1891,,,aave_1891,
16535,ty1b-pr1,,,ty1b-pr1,
16536,prmt6.2,,,prmt6.2,
16537,znf354b,,,znf354b,
16538,spcc663.13c,,,spcc663.13c,
16539,seryl-leucyl-isoleucyl-glycyl-lysyl-valinamide,C1871280,seryl-leucyl-isoleucyl-glycyl-lysyl-valinamide,,
16540,trmt61b,,,trmt61b,
16541,PTPRVP gene,C1421982,PTPRVP gene,,
16542,fmn1,,,fmn1,
16543,scrg_01975,,,scrg_01975,
16544,ptmn,,,ptmn,
16545,tnfsf13b,,,tnfsf13b,
16546,scara3,,,scara3,
16547,pkc53e,,,pkc53e,
16548,tpst2,,,tpst2,
16549,nmi,,,nmi,
16550,vps54,,,vps54,
16551,tspan8,,,tspan8,
16552,inpp5k,,,inpp5k,
16553,pseen3893,,,pseen3893,
16554,lac4,,,lac4,
16555,HIV-1 gp41,C1440710,HIV-1 gp41,,
16556,shmt-1,,,shmt-1,
16557,beta-lactamase Sme-1,C0298878,beta-lactamase Sme-1,,
16558,verh,,,verh,
16559,rmnd5a,,,rmnd5a,
16560,parp4,,,parp4,
16561,hsd17b1,,,hsd17b1,
16562,polr2c,,,polr2c,
16563,rab37,,,rab37,
16564,murd,,,murd,
16565,idtq,,,idtq,
16566,mbd5,,,mbd5,
16567,mxd4,,,mxd4,
16568,tmem196,,,tmem196,
16569,cog4,,,cog4,
16570,apy,,,apy,
16571,msrb3,,,msrb3,
16572,grem1,,,grem1,
16573,yeats4,,,yeats4,
16574,eecp,,,eecp,
16575,mettl14,,,mettl14,
16576,mth_120,,,mth_120,
16577,Phosphonoacetic Acid| phenylpropanolamine| Acetaminophen-Cysteine Protein Adduct,C4761317,Phosphonoacetic Acid| phenylpropanolamine| Acetaminophen-Cysteine Protein Adduct,,
16578,ucn3,,,ucn3,
16579,rfc2,,,rfc2,
16580,clock,,,clock,
16581,acu-5,,,acu-5,
16582,tanc2,,,tanc2,
16583,cr-1,,,cr-1,
16584,ackr1,,,ackr1,
16585,atp4a,,,atp4a,
16586,faah2,,,faah2,
16587,iqcb1,,,iqcb1,
16588,ubp1,,,ubp1,
16589,znf875,,,znf875,
16590,acer,,,acer,
16591,ubxn1,,,ubxn1,
16592,nlrp2,,,nlrp2,
16593,cbih,,,cbih,
16594,mcy1,,,mcy1,
16595,isdg,,,isdg,
16596,FOXM1 wt Allele| FOXM1 gene,C3538717,FOXM1 wt Allele| FOXM1 gene,,
16597,mkms_4119,,,mkms_4119,
16598,cdkl1,,,cdkl1,
16599,gst,,,gst,
16600,cyc1,,,cyc1,
16601,nudt19,,,nudt19,
16602,try8,,,try8,
16603,gage2d,,,gage2d,
16604,ydac,,,ydac,
16605,hnrnpul2,,,hnrnpul2,
16606,spc24,,,spc24,
16607,porcn,,,porcn,
16608,dlx4,,,dlx4,
16609,mecp2,,,mecp2,
16610,pskh1,,,pskh1,
16611,AURKB gene| Aurora Kinase B,C1439287,AURKB gene| Aurora Kinase B,,
16612,nag096,,,nag096,
16613,tro,,,tro,
16614,acot11,,,acot11,
16615,ttc39c,,,ttc39c,
16616,atr9,,,atr9,
16617,nrn1,,,nrn1,
16618,nechadraft_66689,,,nechadraft_66689,
16619,ca_c2017,,,ca_c2017,
16620,gm19705,,,gm19705,
16621,sass6,,,sass6,
16622,calca,,,calca,
16623,mul_0706,,,mul_0706,
16624,act,,,act,
16625,rpe,,,rpe,
16626,psma4,,,psma4,
16627,yfhc,,,yfhc,
16628,mcf2l,,,mcf2l,
16629,crocc,,,crocc,
16630,hyfi,,,hyfi,
16631,sds,,,sds,
16632,zfp36l1,,,zfp36l1,
16633,myh9,,,myh9,
16634,adamts15,,,adamts15,
16635,rac2,,,rac2,
16636,mt-cyb,,,mt-cyb,
16637,gde1,,,gde1,
16638,afumb,,,afumb,
16639,ccdc43,,,ccdc43,
16640,slc9a2,,,slc9a2,
16641,nlrp3,,,nlrp3,
16642,rbm26,,,rbm26,
16643,xpc,,,xpc,
16644,cesa,,,cesa,
16645,rps4y2,,,rps4y2,
16646,"MCL1 gene| Myeloid Cell Leukemia Sequence 1 Protein| MCL1 protein, human",C0215343,"MCL1 gene| Myeloid Cell Leukemia Sequence 1 Protein| MCL1 protein, human",,
16647,vxn,,,vxn,
16648,"Melanocortin 4 Receptor| MC4R gene| MC4R protein, human",C0668289,"Melanocortin 4 Receptor| MC4R gene| MC4R protein, human",,
16649,timp2,,,timp2,
16650,am1_3707,,,am1_3707,
16651,aop1.2,,,aop1.2,
16652,gfpt2,,,gfpt2,
16653,tdpa,,,tdpa,
16654,liph,,,liph,
16655,hel57,,,hel57,
16656,asparagine,C0003995,asparagine,,
16657,traf7,,,traf7,
16658,MYC wt Allele| c-myc Genes,C1708843,MYC wt Allele| c-myc Genes,,
16659,c8g,,,c8g,
16660,pcid2,,,pcid2,
16661,cki1,,,cki1,
16662,flcn,,,flcn,
16663,ervk-24,,,ervk-24,
16664,serf2,,,serf2,
16665,smad7,,,smad7,
16666,p450-1,,,p450-1,
16667,hel117,,,hel117,
16668,ncu05000,,,ncu05000,
16669,ube2o,,,ube2o,
16670,rbm8a,,,rbm8a,
16671,krt7,,,krt7,
16672,proton channel,C1537046,proton channel,,
16673,hel60,,,hel60,
16674,bq2027_mb0092,,,bq2027_mb0092,
16675,adgrd1,,,adgrd1,
16676,CAP18 lipopolysaccharide-binding protein,C0108282,CAP18 lipopolysaccharide-binding protein,,
16677,dkfzp564a026,,,dkfzp564a026,
16678,gna15,,,gna15,
16679,rnf31,,,rnf31,
16680,ptf1a,,,ptf1a,
16681,shq1,,,shq1,
16682,cfbp,,,cfbp,
16683,chs,,,chs,
16684,ervfc1,,,ervfc1,
16685,pitx2,,,pitx2,
16686,sbp 1b,,,sbp 1b,
16687,cgr2,,,cgr2,
16688,ptpn14,,,ptpn14,
16689,tl29,,,tl29,
16690,ac102,,,ac102,
16691,sytl1,,,sytl1,
16692,hbq1,,,hbq1,
16693,baz1a,,,baz1a,
16694,hres1,,,hres1,
16695,asl1,,,asl1,
16696,tnmd,,,tnmd,
16697,his3:cg33830,,,his3:cg33830,
16698,leucyltyrosine,C0214061,leucyltyrosine,,
16699,hhip,,,hhip,
16700,DNA Conformation,C3179229,DNA Conformation,,
16701,slc2a2,,,slc2a2,
16702,supv3l1,,,supv3l1,
16703,mrps31,,,mrps31,
16704,knl1,,,knl1,
16705,mt3685,,,mt3685,
16706,mkms_0379,,,mkms_0379,
16707,il36rn,,,il36rn,
16708,curb,,,curb,
16709,deha2g18854g,,,deha2g18854g,
16710,tbc1d1,,,tbc1d1,
16711,igmt2,,,igmt2,
16712,stcd,,,stcd,
16713,quinoline-val-asp(OMe)-CH2-OPH,C1172343,quinoline-val-asp(OMe)-CH2-OPH,,
16714,dnaj,,,dnaj,
16715,edc4,,,edc4,
16716,dhx9,,,dhx9,
16717,cnot11,,,cnot11,
16718,cyp4x1,,,cyp4x1,
16719,andg,,,andg,
16720,uchl3,,,uchl3,
16721,rcan2,,,rcan2,
16722,dhn4,,,dhn4,
16723,his4:cg33895,,,his4:cg33895,
16724,cd160,,,cd160,
16725,rilp,,,rilp,
16726,sa1713,,,sa1713,
16727,pyrr,,,pyrr,
16728,phc2,,,phc2,
16729,estrone| Therapeutic Estrone,C0014942,estrone| Therapeutic Estrone,,
16730,dnpep,,,dnpep,
16731,sal1,,,sal1,
16732,rpb7,,,rpb7,
16733,gbp4,,,gbp4,
16734,nsun5p1,,,nsun5p1,
16735,serpina2,,,serpina2,
16736,plekhd1,,,plekhd1,
16737,"serum albumin, bovine",C0036774,"serum albumin, bovine",,
16738,alanine| alpha-Linolenic Acid,C0051405,alanine| alpha-Linolenic Acid,,
16739,prom1,,,prom1,
16740,hig-1,,,hig-1,
16741,ssel,,,ssel,
16742,mra1,,,mra1,
16743,hct2,,,hct2,
16744,yohf,,,yohf,
16745,msf1,,,msf1,
16746,pnpla4,,,pnpla4,
16747,tas2r3,,,tas2r3,
16748,mw2476,,,mw2476,
16749,lig4,,,lig4,
16750,war-122,,,war-122,
16751,dkfzp686a03134,,,dkfzp686a03134,
16752,cyp058,,,cyp058,
16753,bvu_0105,,,bvu_0105,
16754,phqh,,,phqh,
16755,ptp4a1,,,ptp4a1,
16756,citrulline,C0008864,citrulline,,
16757,hdx,,,hdx,
16758,sfri_1505,,,sfri_1505,
16759,ggta1,,,ggta1,
16760,h2ac16,,,h2ac16,
16761,alg1,,,alg1,
16762,cj1415c,,,cj1415c,
16763,psme1,,,psme1,
16764,scly,,,scly,
16765,col5a1,,,col5a1,
16766,mcoln1,,,mcoln1,
16767,kif3a,,,kif3a,
16768,laca,,,laca,
16769,cytb,,,cytb,
16770,mth_757,,,mth_757,
16771,ca5a,,,ca5a,
16772,msmeg_6410,,,msmeg_6410,
16773,arb_02478,,,arb_02478,
16774,gpank1,,,gpank1,
16775,slitrk5,,,slitrk5,
16776,pold2,,,pold2,
16777,cacng3,,,cacng3,
16778,inr1,,,inr1,
16779,rv3720,,,rv3720,
16780,hoxc13,,,hoxc13,
16781,cbx1,,,cbx1,
16782,tuba3c,,,tuba3c,
16783,prss36,,,prss36,
16784,ILK wt Allele| H3P27 gene| ILK gene,C1708440,ILK wt Allele| H3P27 gene| ILK gene,,
16785,crygc,,,crygc,
16786,rbm25,,,rbm25,
16787,evvs,,,evvs,
16788,mgl_2020,,,mgl_2020,
16789,kiaa0040,,,kiaa0040,
16790,spaca9,,,spaca9,
16791,psme3,,,psme3,
16792,ccoaomt2,,,ccoaomt2,
16793,mpn_047,,,mpn_047,
16794,hel104,,,hel104,
16795,atsa,,,atsa,
16796,mme,,,mme,
16797,atr1,,,atr1,
16798,prss55,,,prss55,
16799,caspase| Cysteine Endopeptidases,C0010656,caspase| Cysteine Endopeptidases,,
16800,skic2,,,skic2,
16801,serpini2,,,serpini2,
16802,pex5,,,pex5,
16803,sirm,,,sirm,
16804,lmtk3,,,lmtk3,
16805,msto1,,,msto1,
16806,progesterone,C0033308,progesterone,,
16807,smpx,,,smpx,
16808,aco3,,,aco3,
16809,mbd4,,,mbd4,
16810,tomm70,,,tomm70,
16811,thio,,,thio,
16812,mav_1058,,,mav_1058,
16813,sike1,,,sike1,
16814,rbfa,,,rbfa,
16815,pmt_0737,,,pmt_0737,
16816,cg32750,,,cg32750,
16817,vps53,,,vps53,
16818,uac1,,,uac1,
16819,progesterone receptor B,C0385053,progesterone receptor B,,
16820,inpp5b,,,inpp5b,
16821,haus8,,,haus8,
16822,ram1,,,ram1,
16823,sasp-a,,,sasp-a,
16824,trh-b,,,trh-b,
16825,phenylalanylserine,C0610485,phenylalanylserine,,
16826,pdac,,,pdac,
16827,dnase2,,,dnase2,
16828,lign,,,lign,
16829,il36b,,,il36b,
16830,ppp6c,,,ppp6c,
16831,h3c1,,,h3c1,
16832,plekhg4,,,plekhg4,
16833,selplg,,,selplg,
16834,snrk,,,snrk,
16835,"estrogen receptor alpha, human| Estrogen Receptor alpha| Estradiol Receptors| Estrogen Receptor Family, human| ESR1 gene| ESR1 wt Allele",C1521863,"estrogen receptor alpha, human| Estrogen Receptor alpha| Estradiol Receptors| Estrogen Receptor Family, human| ESR1 gene| ESR1 wt Allele",,
16836,"CYP2B6 protein, human| Cytochrome P450| CYP2B6 gene| CYP2B7P gene| Cytochrome p450 CYP2B6 enzyme",C0534137,"CYP2B6 protein, human| Cytochrome P450| CYP2B6 gene| CYP2B7P gene| Cytochrome p450 CYP2B6 enzyme",,
16837,dpp6,,,dpp6,
16838,asphd2,,,asphd2,
16839,pdp2,,,pdp2,
16840,np,,,np,
16841,tp53tg3b,,,tp53tg3b,
16842,"Activated Caspase-9, human",C4320087,"Activated Caspase-9, human",,
16843,cyaa,,,cyaa,
16844,pho2,,,pho2,
16845,"Receptors, Opioid, kappa",C0064239,"Receptors, Opioid, kappa",,
16846,znf77,,,znf77,
16847,Valinomycin,C0042287,Valinomycin,,
16848,yg5714_1230,,,yg5714_1230,
16849,ffar4,,,ffar4,
16850,GTP-Binding Proteins| GTPBP4 gene,C0086376,GTP-Binding Proteins| GTPBP4 gene,,
16851,collagen type I,C0041455,collagen type I,,
16852,idtm,,,idtm,
16853,myl11,,,myl11,
16854,poxm,,,poxm,
16855,Thioacetamide| Tumor Antigens,C0041361,Thioacetamide| Tumor Antigens,,
16856,pht4,,,pht4,
16857,rpa14,,,rpa14,
16858,bckdha,,,bckdha,
16859,nr2a1,,,nr2a1,
16860,pde1a,,,pde1a,
16861,aspscr1,,,aspscr1,
16862,stk36,,,stk36,
16863,mrpl17,,,mrpl17,
16864,rab6c,,,rab6c,
16865,prss23,,,prss23,
16866,wdr83os,,,wdr83os,
16867,mboat4,,,mboat4,
16868,calcrl,,,calcrl,
16869,AMPA Receptors,C0072899,AMPA Receptors,,
16870,if2f,,,if2f,
16871,Topoisomerase II| TOP2A gene,C0012863,Topoisomerase II| TOP2A gene,,
16872,hps1,,,hps1,
16873,mgst2,,,mgst2,
16874,aop1,,,aop1,
16875,h4.4,,,h4.4,
16876,phgdh,,,phgdh,
16877,mflv_5025,,,mflv_5025,
16878,Trichophyton antigen,C1443048,Trichophyton antigen,,
16879,cfat,,,cfat,
16880,mpc2,,,mpc2,
16881,gm16542,,,gm16542,
16882,fzd9,,,fzd9,
16883,4-((N'-2-methylphenyl)ureido)phenylalanyl-leucyl-alpha-aspartyl-valyl-prolyl-alanyl-alanyl-lysine,C1872776,4-((N'-2-methylphenyl)ureido)phenylalanyl-leucyl-alpha-aspartyl-valyl-prolyl-alanyl-alanyl-lysine,,
16884,cd63,,,cd63,
16885,spym18_1168,,,spym18_1168,
16886,his-10,,,his-10,
16887,ryr1,,,ryr1,
16888,mal-101,,,mal-101,
16889,mtmr3,,,mtmr3,
16890,armc6,,,armc6,
16891,TRPV Cation Channels| TRPV1 gene,C0108303,TRPV Cation Channels| TRPV1 gene,,
16892,hlac_1646,,,hlac_1646,
16893,"GUCY2C wt Allele| GUCY2C protein, human",C4084890,"GUCY2C wt Allele| GUCY2C protein, human",,
16894,epb41l1,,,epb41l1,
16895,slel,,,slel,
16896,MSI 78,C0298036,MSI 78,,
16897,pou1f1,,,pou1f1,
16898,sh2d3c,,,sh2d3c,
16899,p2ry10,,,p2ry10,
16900,cdc28,,,cdc28,
16901,sar1152,,,sar1152,
16902,adar,,,adar,
16903,gus1,,,gus1,
16904,enosf1,,,enosf1,
16905,c6orf89,,,c6orf89,
16906,rxrb,,,rxrb,
16907,sqstm1,,,sqstm1,
16908,nox4,,,nox4,
16909,polr1b,,,polr1b,
16910,lj_1698,,,lj_1698,
16911,snx27,,,snx27,
16912,tazo,,,tazo,
16913,mrln,,,mrln,
16914,cd200r1l,,,cd200r1l,
16915,tazb,,,tazb,
16916,tbc1d4,,,tbc1d4,
16917,pln,,,pln,
16918,peptide C34,C0913823,peptide C34,,
16919,acl1.a4,,,acl1.a4,
16920,tm_0325,,,tm_0325,
16921,cpsf4,,,cpsf4,
16922,map_2076c,,,map_2076c,
16923,anubl1,,,anubl1,
16924,scube2,,,scube2,
16925,anp32b,,,anp32b,
16926,mrps14,,,mrps14,
16927,alp1,,,alp1,
16928,"KDR protein, human| Vascular Endothelial Growth Factor Receptor-2| KDR gene",C0378796,"KDR protein, human| Vascular Endothelial Growth Factor Receptor-2| KDR gene",,
16929,fkh1,,,fkh1,
16930,gyra,,,gyra,
16931,sasp-c1,,,sasp-c1,
16932,card9,,,card9,
16933,ra1029,,,ra1029,
16934,cav1,,,cav1,
16935,polrmt,,,polrmt,
16936,gm26707,,,gm26707,
16937,yomi,,,yomi,
16938,gpo,,,gpo,
16939,fld,,,fld,
16940,mt1177,,,mt1177,
16941,pdcd1lg2,,,pdcd1lg2,
16942,pksb,,,pksb,
16943,cyp088,,,cyp088,
16944,cpe2114,,,cpe2114,
16945,frrs1l,,,frrs1l,
16946,tms2,,,tms2,
16947,p2rx3,,,p2rx3,
16948,tpt1,,,tpt1,
16949,cttn,,,cttn,
16950,Proto-Oncogene Protein pp60 (c-src),C0080059,Proto-Oncogene Protein pp60 (c-src),,
16951,nechadraft_96275,,,nechadraft_96275,
16952,dennd2a,,,dennd2a,
16953,rv0945,,,rv0945,
16954,ercc3,,,ercc3,
16955,Proprotein,C1709708,Proprotein,,
16956,plppr1,,,plppr1,
16957,mmcs_4044,,,mmcs_4044,
16958,ty1b-lr3,,,ty1b-lr3,
16959,flda,,,flda,
16960,serpinf1,,,serpinf1,
16961,accd1,,,accd1,
16962,dkfzp666g145,,,dkfzp666g145,
16963,spanxa2,,,spanxa2,
16964,psmb4,,,psmb4,
16965,hemb,,,hemb,
16966,phosphoric diester hydrolase| ALDH7A1 gene,C0031640,phosphoric diester hydrolase| ALDH7A1 gene,,
16967,dkfzp666k145,,,dkfzp666k145,
16968,sun1,,,sun1,
16969,hadha,,,hadha,
16970,muromonab-CD3,C0085379,muromonab-CD3,,
16971,nr2e3,,,nr2e3,
16972,P2 peptide,C0965900,P2 peptide,,
16973,pae1610,,,pae1610,
16974,xoat6,,,xoat6,
16975,akt2,,,akt2,
16976,ptprcap,,,ptprcap,
16977,ydjc,,,ydjc,
16978,thap4,,,thap4,
16979,pduo,,,pduo,
16980,mnmc,,,mnmc,
16981,mhc2ta,,,mhc2ta,
16982,fuca2,,,fuca2,
16983,rv1506c,,,rv1506c,
16984,cyp231,,,cyp231,
16985,rin1,,,rin1,
16986,muc1,,,muc1,
16987,sag,,,sag,
16988,znf529,,,znf529,
16989,beta-lactamase bla(vim-2),C0965830,beta-lactamase bla(vim-2),,
16990,snca,,,snca,
16991,Plasma Proteins,C0032120,Plasma Proteins,,
16992,aga-1,,,aga-1,
16993,DPAGT1 protein,C3852799,DPAGT1 protein,,
16994,prpf31,,,prpf31,
16995,ets1,,,ets1,
16996,mra_3618,,,mra_3618,
16997,acud,,,acud,
16998,jmjd-1.2,,,jmjd-1.2,
16999,klk2,,,klk2,
17000,rarg,,,rarg,
17001,flvcr2,,,flvcr2,
17002,sar0555,,,sar0555,
17003,ifrd1,,,ifrd1,
17004,Pronase,C0033417,Pronase,,
17005,fgf2b,,,fgf2b,
17006,nlr,,,nlr,
17007,chs1,,,chs1,
17008,sec72,,,sec72,
17009,pea15,,,pea15,
17010,mmp20,,,mmp20,
17011,rock2,,,rock2,
17012,rax,,,rax,
17013,beta-lactamase CTX-M-14,C1136612,beta-lactamase CTX-M-14,,
17014,L-Selenomethionine,C1517683,L-Selenomethionine,,
17015,levf,,,levf,
17016,"Alpha-1,3-galactosyltransferase-expressing Allogeneic Renal Cell Carcinoma Vaccine| LYVE1 wt Allele",C3815169,"Alpha-1,3-galactosyltransferase-expressing Allogeneic Renal Cell Carcinoma Vaccine| LYVE1 wt Allele",,
17017,pcap,,,pcap,
17018,bmp1,,,bmp1,
17019,cyp4a22,,,cyp4a22,
17020,dpm1,,,dpm1,
17021,pspa7_4645,,,pspa7_4645,
17022,kcnmb4,,,kcnmb4,
17023,tmem247,,,tmem247,
17024,hectd4,,,hectd4,
17025,ifit2,,,ifit2,
17026,Cyclic Peptides,C0030957,Cyclic Peptides,,
17027,chs-1,,,chs-1,
17028,kir3ds1,,,kir3ds1,
17029,stxbp6,,,stxbp6,
17030,jmj15,,,jmj15,
17031,ptch2,,,ptch2,
17032,or1e2,,,or1e2,
17033,kcnj6,,,kcnj6,
17034,slc4a8,,,slc4a8,
17035,znf474,,,znf474,
17036,ate1,,,ate1,
17037,stk17b,,,stk17b,
17038,ugp2,,,ugp2,
17039,ttn,,,ttn,
17040,sypl,,,sypl,
17041,setd7,,,setd7,
17042,krt32,,,krt32,
17043,psbq2,,,psbq2,
17044,smu1,,,smu1,
17045,rrm2,,,rrm2,
17046,kcnf1,,,kcnf1,
17047,btn3a1,,,btn3a1,
17048,csrnp2,,,csrnp2,
17049,gabrg1,,,gabrg1,
17050,tnfrsf4,,,tnfrsf4,
17051,yubd,,,yubd,
17052,krtap1-1,,,krtap1-1,
17053,sdk1,,,sdk1,
17054,aspartic acid,C0004015,aspartic acid,,
17055,S6c sarafotoxin,C0245495,S6c sarafotoxin,,
17056,ephb3,,,ephb3,
17057,kcnq2,,,kcnq2,
17058,orf1a,,,orf1a,
17059,bcg9842_b1219,,,bcg9842_b1219,
17060,ask,,,ask,
17061,rfc1,,,rfc1,
17062,trim54,,,trim54,
17063,boll,,,boll,
17064,gpx4,,,gpx4,
17065,ccnb1,,,ccnb1,
17066,atp6v1g2,,,atp6v1g2,
17067,ube2s,,,ube2s,
17068,Cell Cycle Checkpoint Genes,C1141648,Cell Cycle Checkpoint Genes,,
17069,piwil1,,,piwil1,
17070,phna,,,phna,
17071,eif3f,,,eif3f,
17072,loc_os12g27220,,,loc_os12g27220,
17073,hcag_08720,,,hcag_08720,
17074,twist2,,,twist2,
17075,slc24a2,,,slc24a2,
17076,trappc3,,,trappc3,
17077,war-104,,,war-104,
17078,"dopamine transporter| SLC6A3 gene| SLC6A3 protein, human",C0114838,"dopamine transporter| SLC6A3 gene| SLC6A3 protein, human",,
17079,sh3pxd2b,,,sh3pxd2b,
17080,mtnr1b,,,mtnr1b,
17081,kpnb1,,,kpnb1,
17082,adam8,,,adam8,
17083,znrd2,,,znrd2,
17084,acp4,,,acp4,
17085,Type 3 Secretion Systems,C4019321,Type 3 Secretion Systems,,
17086,rps22a,,,rps22a,
17087,hspb6,,,hspb6,
17088,human herpesvirus 8 protease,C0665216,human herpesvirus 8 protease,,
17089,hel-s-62p,,,hel-s-62p,
17090,gatd3,,,gatd3,
17091,S-methylcysteine,C0073886,S-methylcysteine,,
17092,trpv4,,,trpv4,
17093,cep295nl,,,cep295nl,
17094,sargramostim| Granulocyte-Macrophage Colony-Stimulating Factor| CSF2 gene,C0216231,sargramostim| Granulocyte-Macrophage Colony-Stimulating Factor| CSF2 gene,,
17095,prrx2,,,prrx2,
17096,mgrh,,,mgrh,
17097,pata,,,pata,
17098,slc16a7,,,slc16a7,
17099,crtc2,,,crtc2,
17100,spy_1606,,,spy_1606,
17101,p9303_07131,,,p9303_07131,
17102,anea,,,anea,
17103,rv3342,,,rv3342,
17104,ampd2,,,ampd2,
17105,Netropsin,C0027783,Netropsin,,
17106,bgah,,,bgah,
17107,kiss1,,,kiss1,
17108,hscarg,,,hscarg,
17109,eps15,,,eps15,
17110,apepp,,,apepp,
17111,ehr_05900,,,ehr_05900,
17112,eed,,,eed,
17113,apobec3a,,,apobec3a,
17114,chst3,,,chst3,
17115,tcf21,,,tcf21,
17116,churc1-fntb,,,churc1-fntb,
17117,Holoenzymes,C0282109,Holoenzymes,,
17118,tmem129,,,tmem129,
17119,oys,,,oys,
17120,pikaiv,,,pikaiv,
17121,adprm,,,adprm,
17122,ptld,,,ptld,
17123,ccdc83,,,ccdc83,
17124,bref-th,,,bref-th,
17125,pcdha10,,,pcdha10,
17126,IMP Dehydrogenase,C0021088,IMP Dehydrogenase,,
17127,cnbd2760,,,cnbd2760,
17128,cd82,,,cd82,
17129,znf183,,,znf183,
17130,alanylphenylalanine,C0606135,alanylphenylalanine,,
17131,scca2,,,scca2,
17132,capn10,,,capn10,
17133,hsh2d,,,hsh2d,
17134,mt0793,,,mt0793,
